label,s
yolo_detection,0.035327
yolo_detection,0.035844
yolo_detection,0.037939
yolo_detection,0.035211
yolo_detection,0.033831
yolo_detection,0.040374
yolo_detection,0.033832
yolo_detection,0.033116
yolo_detection,0.031236
yolo_detection,0.033141
yolo_detection,0.032983
yolo_detection,0.035141
yolo_detection,0.033720
yolo_detection,0.038926
yolo_detection,0.031486
yolo_detection,0.033568
yolo_detection,0.035354
yolo_detection,0.037375
yolo_detection,0.033977
yolo_detection,0.034045
yolo_detection,0.036887
yolo_detection,0.038914
yolo_detection,0.033083
yolo_detection,0.036892
yolo_detection,0.033919
yolo_detection,0.034680
yolo_detection,0.032965
yolo_detection,0.037262
yolo_detection,0.030714
yolo_detection,0.032674
yolo_detection,0.035937
yolo_detection,0.033716
yolo_detection,0.035450
yolo_detection,0.030205
yolo_detection,0.031518
yolo_detection,0.033442
yolo_detection,0.031415
yolo_detection,0.031822
yolo_detection,0.032478
yolo_detection,0.048567
yolo_detection,0.044986
yolo_detection,0.035134
yolo_detection,0.035229
yolo_detection,0.037770
yolo_detection,0.041366
yolo_detection,0.042585
yolo_detection,0.043271
yolo_detection,0.044905
yolo_detection,0.045902
yolo_detection,0.049395
yolo_detection,0.046274
yolo_detection,0.055842
yolo_detection,0.052020
yolo_detection,0.041875
yolo_detection,0.049073
yolo_detection,0.046296
yolo_detection,0.047869
yolo_detection,0.038312
yolo_detection,0.041727
yolo_detection,0.042722
yolo_detection,0.043759
yolo_detection,0.042905
yolo_detection,0.030429
yolo_detection,0.043521
yolo_detection,0.043853
yolo_detection,0.045731
yolo_detection,0.043543
yolo_detection,0.056714
yolo_detection,0.030376
yolo_detection,0.040073
yolo_detection,0.036701
yolo_detection,0.030256
yolo_detection,0.030540
yolo_detection,0.029932
yolo_detection,0.034804
yolo_detection,0.033475
yolo_detection,0.034259
yolo_detection,0.034233
yolo_detection,0.036401
yolo_detection,0.042399
yolo_detection,0.043715
yolo_detection,0.045133
yolo_detection,0.045265
yolo_detection,0.045735
yolo_detection,0.045316
yolo_detection,0.045448
yolo_detection,0.045306
yolo_detection,0.045611
yolo_detection,0.045453
yolo_detection,0.040631
yolo_detection,0.042935
yolo_detection,0.045567
yolo_detection,0.044859
yolo_detection,0.045179
yolo_detection,0.045482
yolo_detection,0.045293
yolo_detection,0.045855
yolo_detection,0.045373
