epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,1652.58,0.35933,0.52195,0.84264,0.92333,0.94598,0.95497,0.84689,0.4602,0.46427,0.88275,3.7037e-05,3.7037e-05,3.7037e-05
69,1686.59,0.33988,0.52168,0.8519,0.94079,0.92855,0.94702,0.83762,0.45764,0.45763,0.88459,3.5948e-05,3.5948e-05,3.5948e-05
70,1707.57,0.33513,0.51047,0.83882,0.93566,0.93267,0.95172,0.84508,0.44814,0.44481,0.88454,3.4859e-05,3.4859e-05,3.4859e-05
71,1725.35,0.33954,0.50138,0.85523,0.92491,0.94585,0.95751,0.84294,0.45264,0.45187,0.88881,3.377e-05,3.377e-05,3.377e-05
72,1753.97,0.33533,0.50342,0.85201,0.92584,0.94038,0.95148,0.83863,0.4499,0.45727,0.87766,3.2681e-05,3.2681e-05,3.2681e-05
73,1778.68,0.32716,0.50161,0.84858,0.9276,0.93858,0.94615,0.83871,0.44231,0.46154,0.87901,3.1592e-05,3.1592e-05,3.1592e-05
74,1805.64,0.31707,0.49636,0.83943,0.92919,0.93629,0.94848,0.83799,0.44297,0.45919,0.87607,3.0503e-05,3.0503e-05,3.0503e-05
75,1828.55,0.31306,0.49157,0.84146,0.92434,0.94353,0.9543,0.83849,0.45724,0.45095,0.88752,2.9414e-05,2.9414e-05,2.9414e-05
76,1854.34,0.3238,0.4946,0.83925,0.9375,0.93265,0.94584,0.83132,0.45953,0.46029,0.88764,2.8325e-05,2.8325e-05,2.8325e-05
77,1881.73,0.313,0.48128,0.83468,0.93817,0.93248,0.94661,0.83779,0.44763,0.45018,0.88125,2.7236e-05,2.7236e-05,2.7236e-05
78,1899.77,0.30985,0.47446,0.83668,0.93307,0.93041,0.94937,0.84119,0.44443,0.45097,0.88033,2.6147e-05,2.6147e-05,2.6147e-05
79,1918.48,0.3124,0.4882,0.84657,0.92643,0.94678,0.95463,0.84351,0.44897,0.44486,0.88019,2.5058e-05,2.5058e-05,2.5058e-05
80,1936.92,0.30964,0.47196,0.83253,0.9145,0.94893,0.94896,0.83757,0.44008,0.44944,0.87629,2.3969e-05,2.3969e-05,2.3969e-05
81,1955.28,0.31957,0.48158,0.84203,0.92965,0.94218,0.94564,0.83871,0.44069,0.44644,0.87742,2.288e-05,2.288e-05,2.288e-05
82,1973.38,0.30989,0.47032,0.84061,0.92083,0.95005,0.95248,0.84338,0.43794,0.44557,0.87888,2.1791e-05,2.1791e-05,2.1791e-05
83,1992.01,0.29695,0.46659,0.8382,0.92962,0.93748,0.95539,0.84363,0.44364,0.4527,0.88035,2.0702e-05,2.0702e-05,2.0702e-05
84,2010.63,0.29887,0.46433,0.83108,0.93884,0.93348,0.95482,0.84556,0.43713,0.44965,0.87762,1.9613e-05,1.9613e-05,1.9613e-05
85,2028.51,0.30492,0.46515,0.83976,0.93149,0.93903,0.94912,0.84204,0.43492,0.45628,0.87592,1.8524e-05,1.8524e-05,1.8524e-05
86,2046.84,0.30099,0.45455,0.83006,0.93258,0.93239,0.94757,0.84226,0.4405,0.45672,0.87571,1.7435e-05,1.7435e-05,1.7435e-05
87,2065.5,0.30147,0.46201,0.83446,0.92115,0.94081,0.9486,0.84303,0.43592,0.44673,0.87833,1.6346e-05,1.6346e-05,1.6346e-05
88,2083.93,0.30937,0.46058,0.83416,0.93681,0.94081,0.95064,0.84514,0.43888,0.44347,0.87524,1.5257e-05,1.5257e-05,1.5257e-05
89,2103.38,0.29144,0.459,0.8376,0.92952,0.94075,0.94536,0.84038,0.43604,0.44984,0.87336,1.4168e-05,1.4168e-05,1.4168e-05
90,2122.63,0.29085,0.45392,0.83056,0.92296,0.94185,0.94529,0.8412,0.43353,0.4474,0.87432,1.3079e-05,1.3079e-05,1.3079e-05
91,2142.98,0.29414,0.45429,0.83658,0.91684,0.93858,0.94543,0.84005,0.43333,0.44485,0.87452,1.199e-05,1.199e-05,1.199e-05
92,2160.55,0.28734,0.44643,0.82768,0.92566,0.93858,0.94707,0.8449,0.43158,0.44215,0.8722,1.0901e-05,1.0901e-05,1.0901e-05
93,2178.18,0.29055,0.45181,0.82942,0.92193,0.94171,0.94917,0.84538,0.43205,0.44066,0.87295,9.812e-06,9.812e-06,9.812e-06
94,2195.21,0.31107,0.4501,0.83973,0.92508,0.94081,0.95157,0.8462,0.42565,0.43493,0.87211,8.723e-06,8.723e-06,8.723e-06
95,2212.45,0.304,0.44843,0.84031,0.93143,0.93879,0.95265,0.84695,0.43119,0.43787,0.87418,7.634e-06,7.634e-06,7.634e-06
96,2229.99,0.28413,0.4478,0.83586,0.92652,0.94081,0.95111,0.84526,0.42887,0.44204,0.87338,6.545e-06,6.545e-06,6.545e-06
97,2247.31,0.29534,0.44899,0.83416,0.9215,0.94102,0.95211,0.84639,0.42965,0.44028,0.87339,5.456e-06,5.456e-06,5.456e-06
98,2264.85,0.28496,0.44334,0.82158,0.92713,0.93883,0.95208,0.84428,0.42829,0.44064,0.87326,4.367e-06,4.367e-06,4.367e-06
99,2282.06,0.29334,0.44739,0.83756,0.92028,0.94081,0.95099,0.84698,0.43086,0.44348,0.87645,3.278e-06,3.278e-06,3.278e-06
100,2299.58,0.2863,0.44586,0.82983,0.92396,0.94081,0.95219,0.84664,0.43198,0.43978,0.8766,2.189e-06,2.189e-06,2.189e-06
1,23.0066,1.07555,5.30915,1.27924,0,0,0,0,0.72219,4.4207,1.03802,3.59748e-05,3.59748e-05,3.59748e-05
2,41.9862,0.91923,4.70004,1.15098,0.10675,0.78872,0.2327,0.18232,0.82116,3.15954,1.07347,7.12032e-05,7.12032e-05,7.12032e-05
3,60.5036,0.91579,3.84408,1.17576,0.46304,0.46272,0.41984,0.32547,0.85446,2.0836,1.12232,0.00010498,0.00010498,0.00010498
4,78.5837,0.87104,3.10589,1.16009,0.70772,0.54971,0.5816,0.46021,0.82409,1.67491,1.11469,0.000103466,0.000103466,0.000103466
5,96.7367,0.8622,2.61545,1.15904,0.77828,0.61329,0.66343,0.54411,0.77063,1.3742,1.05812,0.000101288,0.000101288,0.000101288
6,115.234,0.83253,2.31574,1.13,0.79466,0.70423,0.72238,0.59159,0.72966,1.18003,1.0179,9.911e-05,9.911e-05,9.911e-05
7,134.138,0.76612,2.06149,1.05776,0.75243,0.69775,0.75453,0.61162,0.7491,1.10634,1.04199,9.6932e-05,9.6932e-05,9.6932e-05
8,152.348,0.75219,1.92042,1.05142,0.75347,0.79011,0.80204,0.65676,0.68504,1.01775,0.9949,9.4754e-05,9.4754e-05,9.4754e-05
9,171.213,0.71324,1.80908,1.04278,0.77558,0.82725,0.83022,0.67243,0.68188,0.95285,0.98495,9.2576e-05,9.2576e-05,9.2576e-05
10,196.906,0.6732,1.62203,1.01729,0.88149,0.78907,0.82722,0.68809,0.63978,0.93119,0.95941,9.0398e-05,9.0398e-05,9.0398e-05
11,222.878,0.66198,1.53997,1.00429,0.87458,0.83201,0.85889,0.72066,0.62183,0.79326,0.95297,8.822e-05,8.822e-05,8.822e-05
12,261.136,0.65995,1.45456,0.9916,0.81394,0.8023,0.85495,0.70904,0.62523,0.81522,0.957,8.6042e-05,8.6042e-05,8.6042e-05
13,291.271,0.64124,1.37758,0.98192,0.87504,0.83249,0.88842,0.73992,0.60915,0.73661,0.93862,8.3864e-05,8.3864e-05,8.3864e-05
14,310.412,0.60245,1.33535,0.95665,0.91597,0.84343,0.88611,0.7429,0.59319,0.76508,0.93109,8.1686e-05,8.1686e-05,8.1686e-05
15,330.396,0.59841,1.26597,0.94985,0.89568,0.90718,0.94089,0.74776,0.63781,0.6845,0.9528,7.9508e-05,7.9508e-05,7.9508e-05
16,361.67,0.61893,1.22129,0.98643,0.87926,0.90223,0.92896,0.76484,0.58159,0.68043,0.93351,7.733e-05,7.733e-05,7.733e-05
17,387.345,0.56443,1.17776,0.93991,0.8514,0.90363,0.94898,0.77715,0.60894,0.67829,0.94443,7.5152e-05,7.5152e-05,7.5152e-05
18,413.651,0.54319,1.13086,0.92807,0.91772,0.90802,0.95264,0.79435,0.57758,0.69521,0.92552,7.2974e-05,7.2974e-05,7.2974e-05
19,434.274,0.54244,1.1204,0.94191,0.91244,0.87705,0.92007,0.77685,0.58273,0.673,0.93219,7.0796e-05,7.0796e-05,7.0796e-05
20,468.029,0.53793,1.11615,0.91559,0.91954,0.95329,0.96043,0.79855,0.5736,0.65474,0.9297,6.8618e-05,6.8618e-05,6.8618e-05
21,485.816,0.52557,1.05469,0.92822,0.88952,0.88418,0.93485,0.78496,0.55152,0.63391,0.91984,6.644e-05,6.644e-05,6.644e-05
22,503.139,0.51382,1.00138,0.90704,0.90284,0.89536,0.9391,0.78233,0.55538,0.62899,0.92819,6.4262e-05,6.4262e-05,6.4262e-05
23,520.061,0.50963,1.00524,0.91503,0.8761,0.92312,0.95221,0.80151,0.54861,0.59833,0.92573,6.2084e-05,6.2084e-05,6.2084e-05
24,537.379,0.50397,0.9768,0.91455,0.89184,0.92816,0.94884,0.80652,0.5404,0.61706,0.91868,5.9906e-05,5.9906e-05,5.9906e-05
25,554.62,0.49688,0.9504,0.90558,0.89883,0.92442,0.9498,0.80956,0.54841,0.6061,0.91405,5.7728e-05,5.7728e-05,5.7728e-05
26,574.099,0.48071,0.93396,0.89368,0.90434,0.91833,0.9443,0.81393,0.52083,0.60389,0.90377,5.555e-05,5.555e-05,5.555e-05
27,591.968,0.4977,0.93062,0.91039,0.91742,0.90714,0.95598,0.81628,0.52592,0.59184,0.90825,5.3372e-05,5.3372e-05,5.3372e-05
28,611.69,0.48085,0.91146,0.90789,0.89503,0.94093,0.95519,0.81031,0.53187,0.58008,0.91968,5.1194e-05,5.1194e-05,5.1194e-05
29,637.338,0.45862,0.87867,0.8837,0.8881,0.93208,0.94317,0.80079,0.52262,0.57101,0.9123,4.9016e-05,4.9016e-05,4.9016e-05
30,670.451,0.47817,0.86413,0.92261,0.8733,0.95271,0.94508,0.80591,0.51622,0.57704,0.90197,4.6838e-05,4.6838e-05,4.6838e-05
31,690.014,0.45612,0.86075,0.88574,0.9134,0.92384,0.94447,0.80974,0.52943,0.58904,0.9016,4.466e-05,4.466e-05,4.466e-05
32,710.837,0.45778,0.84358,0.88817,0.90043,0.92502,0.95616,0.81726,0.50646,0.55574,0.90221,4.2482e-05,4.2482e-05,4.2482e-05
33,740.671,0.45572,0.83591,0.8948,0.92715,0.91484,0.95396,0.81073,0.50314,0.56495,0.89806,4.0304e-05,4.0304e-05,4.0304e-05
34,762.998,0.43299,0.82437,0.88275,0.93187,0.92303,0.95432,0.81488,0.49998,0.56061,0.89767,3.8126e-05,3.8126e-05,3.8126e-05
35,799.451,0.436,0.81771,0.89721,0.87692,0.95172,0.94826,0.81654,0.49543,0.55072,0.89064,3.5948e-05,3.5948e-05,3.5948e-05
36,841.354,0.43196,0.79856,0.88122,0.87418,0.93462,0.94486,0.82122,0.47428,0.55111,0.88619,3.377e-05,3.377e-05,3.377e-05
37,882.734,0.40734,0.79276,0.87494,0.89201,0.92753,0.94654,0.82142,0.48518,0.53259,0.89283,3.1592e-05,3.1592e-05,3.1592e-05
38,914.661,0.41181,0.77805,0.87182,0.88044,0.94355,0.94284,0.81862,0.48162,0.54283,0.89071,2.9414e-05,2.9414e-05,2.9414e-05
39,952.724,0.39763,0.77849,0.86924,0.88557,0.94025,0.94432,0.81336,0.49606,0.55039,0.89067,2.7236e-05,2.7236e-05,2.7236e-05
40,980.859,0.41679,0.77343,0.877,0.88862,0.92556,0.94899,0.82576,0.4833,0.5354,0.8868,2.5058e-05,2.5058e-05,2.5058e-05
41,1021.05,0.40634,0.77266,0.87604,0.92112,0.90542,0.94452,0.81679,0.49305,0.53959,0.89253,2.288e-05,2.288e-05,2.288e-05
42,1062.87,0.38837,0.75979,0.86433,0.92028,0.90192,0.95134,0.82762,0.47883,0.52865,0.88661,2.0702e-05,2.0702e-05,2.0702e-05
43,1086.81,0.39141,0.75452,0.86964,0.9048,0.92401,0.95595,0.8349,0.47025,0.52182,0.88703,1.8524e-05,1.8524e-05,1.8524e-05
44,1109.96,0.41088,0.75447,0.87235,0.88959,0.94042,0.95833,0.83613,0.46694,0.52216,0.88357,1.6346e-05,1.6346e-05,1.6346e-05
45,1133.12,0.40178,0.74138,0.87979,0.8834,0.95609,0.95734,0.83398,0.47224,0.53038,0.8842,1.4168e-05,1.4168e-05,1.4168e-05
46,1164.97,0.38752,0.74879,0.87209,0.88498,0.93753,0.95734,0.83197,0.47476,0.53332,0.88426,1.199e-05,1.199e-05,1.199e-05
47,1205.27,0.38858,0.74026,0.86377,0.88735,0.93739,0.95507,0.83417,0.47021,0.52652,0.88298,9.812e-06,9.812e-06,9.812e-06
48,1245.44,0.37573,0.73514,0.85475,0.88688,0.93859,0.9556,0.8337,0.46619,0.52353,0.88288,7.634e-06,7.634e-06,7.634e-06
49,1287.95,0.37926,0.73851,0.87114,0.88125,0.93599,0.95475,0.83259,0.46985,0.5248,0.88396,5.456e-06,5.456e-06,5.456e-06
50,1312.65,0.37933,0.73359,0.86489,0.88581,0.93939,0.95532,0.83329,0.46583,0.52453,0.8822,3.278e-06,3.278e-06,3.278e-06
