epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,53.7086,1.04718,1.67121,1.16932,0.97231,0.94777,0.9832,0.73713,0.97047,0.87122,1.07926,6.98656e-05,6.98656e-05,6.98656e-05
21,56.6041,1.02665,1.63882,1.20596,0.98376,0.94667,0.98554,0.74552,0.96267,0.83351,1.07023,6.7648e-05,6.7648e-05,6.7648e-05
22,59.0492,1.03287,1.61966,1.17106,0.98064,0.95528,0.9864,0.75032,0.95316,0.79699,1.06235,6.54304e-05,6.54304e-05,6.54304e-05
23,61.5446,1.0308,1.48189,1.19319,0.98194,0.9641,0.99068,0.75631,0.95032,0.77758,1.05528,6.32128e-05,6.32128e-05,6.32128e-05
24,64.0097,0.99007,1.46863,1.12911,0.97636,0.97133,0.99258,0.75927,0.95694,0.77236,1.05049,6.09952e-05,6.09952e-05,6.09952e-05
25,66.53,0.98162,1.43861,1.1441,0.97768,0.97617,0.99378,0.76411,0.94619,0.76268,1.03918,5.87776e-05,5.87776e-05,5.87776e-05
26,68.9385,1.03014,1.40782,1.16968,0.96812,0.98946,0.99444,0.7705,0.9279,0.73827,1.03064,5.656e-05,5.656e-05,5.656e-05
27,71.3173,0.95648,1.3894,1.14534,0.96946,0.99355,0.99444,0.77283,0.90715,0.70817,1.02641,5.43424e-05,5.43424e-05,5.43424e-05
28,73.7244,1.02757,1.38711,1.18321,0.99386,0.97999,0.995,0.77515,0.8905,0.68382,1.02471,5.21248e-05,5.21248e-05,5.21248e-05
29,76.103,0.99263,1.41308,1.12779,0.99208,0.98768,0.995,0.7751,0.88624,0.67299,1.02358,4.99072e-05,4.99072e-05,4.99072e-05
30,78.513,0.97804,1.33991,1.139,0.99418,0.98931,0.995,0.78388,0.87533,0.6606,1.01724,4.76896e-05,4.76896e-05,4.76896e-05
31,80.9655,1.00057,1.32806,1.13569,0.99605,0.99376,0.995,0.77376,0.86483,0.65677,1.01763,4.5472e-05,4.5472e-05,4.5472e-05
32,83.6553,0.9878,1.38646,1.14512,0.99544,0.99253,0.995,0.77879,0.85729,0.65416,1.01882,4.32544e-05,4.32544e-05,4.32544e-05
33,86.04,0.95522,1.31347,1.13609,0.9927,0.99212,0.995,0.78514,0.85762,0.66245,1.01989,4.10368e-05,4.10368e-05,4.10368e-05
34,88.4647,0.95269,1.28993,1.12499,0.98785,0.99224,0.995,0.7792,0.86011,0.66643,1.01533,3.88192e-05,3.88192e-05,3.88192e-05
35,90.8286,1.00248,1.35607,1.15509,0.98478,0.99406,0.995,0.77998,0.86466,0.6644,1.01467,3.66016e-05,3.66016e-05,3.66016e-05
36,93.2831,0.94971,1.33429,1.1366,0.98479,0.99231,0.995,0.78156,0.8658,0.66701,1.00797,3.4384e-05,3.4384e-05,3.4384e-05
37,95.8548,0.92516,1.26781,1.09931,0.98217,0.9957,0.995,0.78308,0.86347,0.65749,1.0062,3.21664e-05,3.21664e-05,3.21664e-05
38,98.2979,0.94176,1.28313,1.10382,0.98089,0.99694,0.995,0.77878,0.86409,0.64731,1.00581,2.99488e-05,2.99488e-05,2.99488e-05
39,100.696,0.95357,1.24572,1.12955,0.98158,0.99613,0.995,0.77424,0.86351,0.64379,1.00556,2.77312e-05,2.77312e-05,2.77312e-05
40,103.225,0.96246,1.22417,1.12878,0.98077,0.9947,0.995,0.77908,0.86402,0.63622,1.00597,2.55136e-05,2.55136e-05,2.55136e-05
41,106.775,0.81276,1.26563,1.06073,0.98517,0.99134,0.995,0.77939,0.8583,0.62899,1.00164,2.3296e-05,2.3296e-05,2.3296e-05
42,109.503,0.80703,1.21436,1.06015,0.9899,0.98718,0.99444,0.77428,0.84909,0.63451,0.99852,2.10784e-05,2.10784e-05,2.10784e-05
43,111.88,0.82356,1.23641,1.05338,0.98945,0.98824,0.99444,0.77868,0.84465,0.64361,0.99464,1.88608e-05,1.88608e-05,1.88608e-05
44,114.311,0.80972,1.19019,1.06102,0.9882,0.98824,0.99444,0.77819,0.83699,0.65035,0.99182,1.66432e-05,1.66432e-05,1.66432e-05
45,116.717,0.81345,1.16463,1.03603,0.98829,0.98824,0.99444,0.779,0.83559,0.65581,0.98815,1.44256e-05,1.44256e-05,1.44256e-05
46,119.036,0.80469,1.22353,1.05756,0.98851,0.98609,0.99444,0.78271,0.83311,0.6665,0.98748,1.2208e-05,1.2208e-05,1.2208e-05
47,121.366,0.82463,1.20315,1.04959,0.98919,0.9842,0.99444,0.78399,0.83192,0.66809,0.98554,9.9904e-06,9.9904e-06,9.9904e-06
48,123.712,0.83159,1.23334,1.04522,0.98882,0.9834,0.99444,0.78405,0.83082,0.66458,0.98471,7.7728e-06,7.7728e-06,7.7728e-06
49,126.065,0.8081,1.23142,1.0539,0.9883,0.98385,0.99444,0.78319,0.83075,0.66,0.9847,5.5552e-06,5.5552e-06,5.5552e-06
50,128.427,0.80695,1.22617,1.04274,0.98818,0.98341,0.99395,0.78056,0.82958,0.65504,0.98528,3.3376e-06,3.3376e-06,3.3376e-06
