epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,49.9428,1.07129,1.73902,1.20091,0.95195,0.94657,0.98602,0.73653,0.944,0.77804,1.13594,6.65988e-05,6.65988e-05,6.65988e-05
23,52.083,1.02236,1.66648,1.14294,0.953,0.95892,0.98909,0.7381,0.93811,0.74814,1.13216,6.43416e-05,6.43416e-05,6.43416e-05
24,54.1417,1.05435,1.62388,1.18106,0.95258,0.96413,0.99106,0.7408,0.92851,0.72483,1.12106,6.20844e-05,6.20844e-05,6.20844e-05
25,56.2292,1.08581,1.62058,1.18802,0.95244,0.96587,0.99169,0.75119,0.92551,0.716,1.11554,5.98272e-05,5.98272e-05,5.98272e-05
26,58.4634,1.03334,1.57162,1.15569,0.9503,0.96773,0.99333,0.75398,0.921,0.7072,1.10797,5.757e-05,5.757e-05,5.757e-05
27,60.4979,1.05161,1.54204,1.1239,0.94669,0.97315,0.99412,0.75623,0.9123,0.70197,1.10103,5.53128e-05,5.53128e-05,5.53128e-05
28,62.5724,1.08072,1.56159,1.18255,0.94815,0.97514,0.99412,0.76014,0.90365,0.69573,1.09238,5.30556e-05,5.30556e-05,5.30556e-05
29,64.5662,0.98579,1.46295,1.12078,0.94881,0.97683,0.99412,0.76015,0.90379,0.69336,1.0917,5.07984e-05,5.07984e-05,5.07984e-05
30,66.6847,1.02074,1.45809,1.14386,0.95018,0.97761,0.99412,0.76047,0.90194,0.67725,1.08948,4.85412e-05,4.85412e-05,4.85412e-05
31,68.8615,1.01114,1.45444,1.13531,0.95306,0.9766,0.99412,0.75879,0.90218,0.66491,1.08827,4.6284e-05,4.6284e-05,4.6284e-05
32,71.0037,0.99967,1.41559,1.1238,0.9583,0.97318,0.99412,0.76122,0.90222,0.65412,1.0873,4.40268e-05,4.40268e-05,4.40268e-05
33,73.3946,1.00266,1.37221,1.14519,0.96026,0.97072,0.99412,0.76419,0.90344,0.65082,1.08811,4.17696e-05,4.17696e-05,4.17696e-05
34,75.6238,1.05932,1.45147,1.13009,0.96936,0.96555,0.99412,0.76325,0.9063,0.63729,1.08765,3.95124e-05,3.95124e-05,3.95124e-05
35,77.7434,1.03802,1.50678,1.15465,0.97133,0.96941,0.99412,0.7591,0.90722,0.62656,1.08553,3.72552e-05,3.72552e-05,3.72552e-05
36,79.774,0.98189,1.38564,1.09348,0.97031,0.9706,0.99412,0.76526,0.90731,0.62456,1.08348,3.4998e-05,3.4998e-05,3.4998e-05
37,81.7331,0.99348,1.34975,1.10513,0.97049,0.97022,0.99412,0.75606,0.90674,0.62304,1.08205,3.27408e-05,3.27408e-05,3.27408e-05
38,83.871,0.96659,1.40652,1.10066,0.97013,0.97131,0.99412,0.76291,0.90282,0.62051,1.08047,3.04836e-05,3.04836e-05,3.04836e-05
39,85.9353,0.96134,1.34135,1.11181,0.9597,0.97201,0.99412,0.76112,0.90117,0.61836,1.07889,2.82264e-05,2.82264e-05,2.82264e-05
40,88.0147,0.97035,1.33007,1.069,0.97765,0.95615,0.99412,0.76473,0.90089,0.61408,1.0793,2.59692e-05,2.59692e-05,2.59692e-05
41,91.3341,0.8182,1.29855,1.0645,0.97697,0.95788,0.99412,0.76965,0.90055,0.60847,1.08145,2.3712e-05,2.3712e-05,2.3712e-05
42,93.3848,0.80029,1.23378,1.0193,0.96413,0.96907,0.99412,0.7638,0.90296,0.6035,1.08206,2.14548e-05,2.14548e-05,2.14548e-05
43,95.4067,0.84885,1.27504,1.09179,0.96683,0.97237,0.99412,0.76496,0.90532,0.61061,1.08191,1.91976e-05,1.91976e-05,1.91976e-05
44,97.737,0.84232,1.3104,1.0538,0.97094,0.97249,0.99412,0.76205,0.90783,0.61696,1.07987,1.69404e-05,1.69404e-05,1.69404e-05
45,99.6546,0.79522,1.26317,1.02383,0.96918,0.97571,0.995,0.76038,0.90806,0.62243,1.0793,1.46832e-05,1.46832e-05,1.46832e-05
46,101.674,0.83232,1.24976,1.02684,0.96218,0.98786,0.995,0.7607,0.90867,0.62587,1.07728,1.2426e-05,1.2426e-05,1.2426e-05
47,103.708,0.81698,1.2814,1.01747,0.96524,0.98932,0.995,0.76344,0.91086,0.63425,1.07719,1.01688e-05,1.01688e-05,1.01688e-05
48,105.719,0.79737,1.23721,1.01618,0.99074,0.96853,0.995,0.75962,0.91267,0.63368,1.07664,7.9116e-06,7.9116e-06,7.9116e-06
49,107.788,0.84004,1.32015,1.00756,0.97866,0.97646,0.995,0.75589,0.91221,0.63048,1.07608,5.6544e-06,5.6544e-06,5.6544e-06
50,109.885,0.79846,1.26647,1.00709,0.98269,0.98455,0.995,0.75697,0.91228,0.62996,1.07529,3.3972e-06,3.3972e-06,3.3972e-06
